id,line_item_quantity,unit_price,pack_price,line_item_value,line_item_insurance,sub_classification,dosage,weight
6396,500,0.01,2.0,1000.0,1.96,Pediatric,1mg/ml,Weight Captured Separately
6397,10260,0.06,3.82,39193.2,76.82,Adult,30mg,Weight Captured Separately
6398,20213,0.04,2.51,50734.63,99.44,Adult,30mg,Weight Captured Separately
6399,1140,0.06,3.76,4286.4,8.4,Adult,30mg,Weight Captured Separately
6400,23,0.02,3.64,83.72,0.16,Pediatric,10mg/ml,See ASN-3635 (ID#:3745)
6401,400,0.01,1.1,440.0,0.86,Pediatric,1mg/ml,Weight Captured Separately
6402,156,0.02,5.42,845.52,1.66,Pediatric,10mg/ml,See ASN-3760 (ID#:5049)
6403,44,0.02,5.4,237.6,0.47,Pediatric,10mg/ml,Weight Captured Separately
6404,1600,0.55,16.64,26624.0,52.18,Adult,600mg,Weight Captured Separately
6405,800,0.21,12.32,9856.0,19.32,Adult,300mg,Weight Captured Separately
6411,3304,0.02,5.65,18667.6,40.25,Pediatric,10mg/ml,Weight Captured Separately
6415,1200,0.03,6.04,7248.0,14.21,Pediatric,10mg/ml,Weight Captured Separately
6416,2775,0.05,3.0,8325.0,16.32,Adult,30mg,Weight Captured Separately
6417,150,0.04,9.38,1407.0,2.76,Pediatric,10mg/ml,Weight Captured Separately
6418,6500,0.42,12.62,82030.0,160.78,Adult,600mg,Weight Captured Separately
6431,50,0.14,41.1,2055.0,4.03,Pediatric,80/20mg/ml,99
6432,650,0.71,21.26,13819.0,27.09,Adult,300mg,Weight Captured Separately
6436,2000,0.42,12.52,25040.0,49.08,Adult,600mg,Weight Captured Separately
6437,2000,0.12,7.08,14160.0,27.75,Adult,150mg,See ASN-4332 (ID#:1115)
6438,400,0.01,2.08,832.0,1.63,Pediatric,1mg/ml,See ASN-4332 (ID#:1115)
6439,80,0.04,9.38,750.4,1.47,Pediatric,10mg/ml,See ASN-4332 (ID#:1115)
6440,24,0.07,3.95,94.8,0.19,Adult,20mg,Weight Captured Separately
6488,2000,0.07,35.21,70420.0,138.02,ACT,20/120mg,10
6517,6048,0.02,1.45,8769.6,17.19,Adult,30mg,See ASN-4420 (ID#:1183)
6544,120,0.12,7.0,840.0,1.65,Pediatric,25mg,Weight Captured Separately
6546,320,0.12,7.0,2240.0,4.39,Pediatric,25mg,See ASN-4488 (ID#:1213)
6561,50,0.14,41.98,2099.0,4.11,Pediatric,80/20mg/ml,Weight Captured Separately
6563,140,0.28,25.29,3540.6,6.94,Pediatric,200mg,Weight Captured Separately
6600,2080,0.07,3.99,8299.2,240.11762578459698,Adult,150mg,87
6601,19000,0.57,17.0,323000.0,240.11762578459698,Adult,600mg,1520
6621,6349,0.03,1.95,12380.55,240.11762578459698,Adult,30mg,See ASN-127 (ID#:3955)
6622,6349,0.06,3.4,21586.6,240.11762578459698,Adult,200mg,355
6623,70,0.14,41.1,2877.0,240.11762578459698,Pediatric,80/20mg/ml,57
6624,14851,0.88,26.25,389838.75,240.11762578459698,Adult,300/200mg,1244
6625,1900,0.57,17.0,32300.0,240.11762578459698,Adult,300mg,116
6626,1000,0.01,1.45,1450.0,240.11762578459698,Pediatric,1mg/ml,See ASN-276 (ID#:2686)
6627,83000,0.06,3.4,282200.0,240.11762578459698,Adult,200mg,See ASN-273 (ID#:1283)
6642,70,0.14,41.1,2877.0,240.11762578459698,Pediatric,80/20mg/ml,58
6670,44,0.65,19.54,859.65,1.38,Adult,250mg,Weight Captured Separately
6671,5721,0.42,25.5,145885.5,233.42,Pediatric,200mg,1232
6691,100,0.15,8.94,894.0,1.43,Adult,300mg,6
6692,1000,0.68,82.19,82190.0,131.5,Adult,200/50mg,226
6705,182,0.16,9.5,1729.0,2.77,Pediatric,50mg,40
6724,1200,0.13,7.75,9300.0,14.88,Pediatric,100mg,249
6837,84,0.0,0.01,0.84,0.0,Adult,300mg,See ASN-990 (ID#:1502)
6848,34576,0.12,7.0,242032.0,387.25,Adult,150/200/30mg,3656
6849,16640,0.12,7.0,116480.0,186.37,Adult,150/200/30mg,1766
6896,14820,0.57,17.0,251940.0,403.1,Adult,300mg,1233
6931,132,0.1,25.0,3300.0,5.28,Pediatric,20mg/ml,Weight Captured Separately
7007,1968,0.69,20.69,40717.92,65.15,Adult,300mg,Weight Captured Separately
7008,10,0.13,39.4,394.0,0.63,Pediatric,80/20mg/ml,Weight Captured Separately
7009,100,0.03,6.76,676.0,1.08,Pediatric,10mg/ml,Weight Captured Separately
7030,400,0.12,7.0,2800.0,4.48,Pediatric,25mg,82
7032,630,0.05,5.49,3458.7,5.53,Pediatric,100mg,48
7120,672,0.46,13.66,9179.52,14.69,Adult,300mg,See ASN-2335 (ID#:5796)
7121,648,0.12,7.5,4860.0,7.78,Adult,300mg,See ASN-2336 (ID#:530)
7122,9275,0.02,1.45,13448.75,21.52,Adult,30mg,432
7125,40,0.12,36.99,1479.6,2.37,Pediatric,80/20mg/ml,Weight Captured Separately
7126,150,1.27,38.25,5737.5,9.18,Adult,300/200mg,Weight Captured Separately
7127,1500,0.53,15.86,23790.0,38.06,Adult,600mg,Weight Captured Separately
7128,470,0.03,6.26,2942.2,4.71,Pediatric,10mg/ml,Weight Captured Separately
7129,140,0.03,6.86,960.4,1.54,Pediatric,10mg/ml,Weight Captured Separately
7172,20,0.03,26.35,527.0,0.84,Malaria,500/25mg,1920
7201,45168,0.15,9.18,414642.24,663.43,Adult,150/300mg,3953
7202,60,1.32,39.47,2368.2,3.79,Adult,300/200mg,Weight Captured Separately
7218,4200,0.05,2.9,12180.0,19.49,Adult,200mg,See ASN-2274 (ID#:610)
9269,245,0.18,11.05,2707.25,240.11762578459698,Adult,300mg,13
7244,120,0.34,20.24,2428.8,3.89,Adult,200mg,Weight Captured Separately
7325,240,0.34,20.25,4860.0,7.78,Adult,200mg,Weight Captured Separately
7326,120,0.01,1.47,176.4,0.28,Pediatric,1mg/ml,Weight Captured Separately
7327,1500,0.09,5.31,7965.0,12.74,Adult,150mg,Weight Captured Separately
7338,25000,0.03,0.7,17500.0,34.3,ACT,50+153mg,634
7436,7800,0.05,2.9,22620.0,44.34,Adult,200mg,See ASN-3312 (ID#:6081)
7475,350,0.21,12.62,4417.0,8.66,Adult,300mg,Weight Captured Separately
7476,1200,0.08,4.81,5772.0,11.31,Adult,150mg,Weight Captured Separately
7477,10,0.21,12.31,123.1,0.24,Pediatric,25mg,Weight Captured Separately
7607,4032,0.14,8.61,34715.52,68.04,Adult,150/300mg,See ASN-3561 (ID#:2297)
7638,12560,0.34,41.1,516216.0,1011.78,Adult,200/50mg,3073
7695,40,0.26,15.5,620.0,1.22,Pediatric,200mg,See ASN-3628 (ID#:2399)
7696,1242,0.07,2.24,2782.08,5.45,Pediatric,50mg,96
7718,300,0.21,12.33,3699.0,7.25,Adult,300mg,Weight Captured Separately
7719,540,0.02,3.76,2030.4,3.98,Pediatric,10mg/ml,Weight Captured Separately
7720,1500,0.27,31.92,47880.0,93.84,Adult,200/50mg,Weight Captured Separately
7721,6734,0.49,14.61,98383.74,192.83,Adult,600mg,Weight Captured Separately
7728,144,0.1,3.06,440.64,0.86,Pediatric,50mg,See ASN-3635 (ID#:3745)
7729,2996,0.1,3.07,9197.72,18.03,Pediatric,50mg,Weight Captured Separately
7730,30,0.2,54.49,1634.7,3.2,Adult,200mg,Weight Captured Separately
7731,400,0.08,2.28,912.0,1.79,Pediatric,50mg,Weight Captured Separately
7732,10,0.17,10.06,100.6,0.2,Pediatric,100mg,Weight Captured Separately
7734,650,0.01,1.14,741.0,1.45,Pediatric,1mg/ml,Weight Captured Separately
7735,350,0.02,5.09,1781.5,3.49,Pediatric,10mg/ml,Weight Captured Separately
7736,70,0.1,30.91,2163.7,4.24,Pediatric,80/20mg/ml,Weight Captured Separately
7741,440,0.12,35.98,15831.2,31.03,Pediatric,80/20mg/ml,Weight Captured Separately
7748,1500,0.01,2.1,3150.0,6.17,Pediatric,1mg/ml,Weight Captured Separately
7749,2965,0.3,35.98,106680.7,209.09,Adult,200/50mg,Weight Captured Separately
7750,1900,0.02,5.56,10564.0,20.71,Pediatric,10mg/ml,Weight Captured Separately
7751,4553,0.05,3.0,13659.0,26.77,Adult,30mg,Weight Captured Separately
7778,600,0.1,3.15,1890.0,3.7,Pediatric,50mg,Weight Captured Separately
7779,300,0.28,16.77,5031.0,9.86,Adult,200mg,Weight Captured Separately
7837,18000,0.04,2.4,43200.0,84.67,Adult,150mg,See ASN-4420 (ID#:1183)
7847,1812,0.04,2.4,4348.8,8.52,Pediatric,30/50/6mg,See ASN-4511 (ID#:2571)
7849,84,0.61,18.34,1540.56,3.02,Adult,250mg,4
7868,5178,0.33,89.11,461436.41,904.42,Adult,200mg,2666
7921,1000,0.61,164.62,164620.0,240.11762578459698,Adult,250mg,254
7968,1307,0.27,49.32,64461.24,240.11762578459698,Adult,400mg,Weight Captured Separately
7970,100,0.18,10.84,1084.0,240.11762578459698,Adult,300mg,See ASN-270 (ID#:5279)
7975,1270,0.18,21.0,26670.0,240.11762578459698,Adult,150/300+200mg,201
7983,425,0.42,25.5,10837.5,240.11762578459698,Pediatric,200mg,Weight Captured Separately
8038,500,0.01,1.9,950.0,1.52,Pediatric,10mg/ml,See ASN-781 (ID#:115)
8192,100000,0.12,7.0,700000.0,1120.0,Adult,150/200/30mg,10303
8207,32510,0.39,11.75,381992.5,611.19,Adult,600mg,2791
8218,712,0.06,12.59,8964.08,14.34,Pediatric,2g,Weight Captured Separately
8378,10080,0.38,11.48,115718.4,185.15,Adult,600mg,772
8459,9792,0.12,7.4,72460.8,115.94,Adult,150/200/30mg,836
8460,3840,0.05,3.21,12326.4,19.72,Adult,200mg,See ASN-2277 (ID#:5793)
8461,432,0.12,7.5,3240.0,5.18,Adult,300mg,See ASN-2335 (ID#:5796)
8462,14364,0.04,2.6,37346.4,59.75,Adult,150mg,See ASN-2336 (ID#:530)
8463,100,0.09,5.17,517.0,0.83,Adult,40mg,Weight Captured Separately
8464,80,0.82,24.6,1968.0,3.15,Adult,400mg,Weight Captured Separately
8465,240,0.1,2.99,717.6,1.15,Pediatric,50mg,Weight Captured Separately
8590,10,0.12,35.46,354.6,0.57,Pediatric,80/20mg/ml,Weight Captured Separately
8603,1080,0.68,82.2,88776.0,174.0,Adult,200/50mg,259
8604,380,0.39,23.5,8930.0,17.5,Adult,300mg,See ASN-2809 (ID#:1955)
8605,2200,0.19,11.4,25080.0,49.16,Adult,150/300/200mg,See ASN-2792 (ID#:5936)
8616,20,0.17,10.28,205.6,0.33,Pediatric,100/25mg,19
8645,1500,0.54,16.2,24300.0,38.88,Adult,600mg,Weight Captured Separately
8646,200,0.1,2.86,572.0,0.92,Pediatric,50mg,Weight Captured Separately
8692,2000,1.68,50.4,100800.0,197.57,Adult,600/200/300mg,169
8693,3991,1.68,50.4,201146.4,394.25,Adult,600/200/300mg,Weight Captured Separately
9034,4023,0.19,11.68,46988.64,92.1,Adult,300mg,Weight Captured Separately
8803,2680,1.68,50.4,135072.0,264.74,Adult,600/200/300mg,See ASN-3853 (ID#:4824)
8864,12500,0.34,41.1,513750.0,1006.95,Adult,200/50mg,3088
8892,168,0.12,7.5,1260.0,2.47,Adult,300mg,9
8893,24480,0.12,6.9,168912.0,331.07,Adult,150/200/30mg,2165
8922,60,0.34,41.1,2466.0,4.83,Adult,200/50mg,See ASN-4381 (ID#:4949)
8989,22752,0.15,9.1,207043.2,405.8,Adult,150/300mg,2086
8996,14,0.17,10.28,143.92,0.28,Pediatric,100/25mg,7
9000,560,0.3,9.0,5040.0,9.88,Adult,300mg,32050
9002,50,0.14,41.1,2055.0,4.03,Pediatric,80/20mg/ml,99
9022,90,0.1,31.49,2834.1,5.55,Pediatric,80/20mg/ml,Weight Captured Separately
9023,3710,0.55,16.37,60732.7,119.04,Adult,600mg,Weight Captured Separately
9024,25637,0.04,2.47,63323.39,124.11,Adult,30mg,Weight Captured Separately
9025,1200,0.09,5.47,6564.0,12.87,Adult,150mg,Weight Captured Separately
9026,16000,0.09,5.33,85280.0,167.15,Adult,150mg,Weight Captured Separately
9032,2000,0.02,5.19,10380.0,20.34,Pediatric,10mg/ml,Weight Captured Separately
9033,1500,0.02,3.63,5445.0,10.67,Pediatric,10mg/ml,Weight Captured Separately
9036,200,0.25,14.99,2998.0,5.88,Adult,200mg,Weight Captured Separately
9037,100,0.27,24.54,2454.0,4.81,Pediatric,200mg,Weight Captured Separately
9038,80,0.1,29.86,2388.8,4.68,Pediatric,80/20mg/ml,Weight Captured Separately
9039,200,0.26,30.91,6182.0,12.12,Adult,200/50mg,Weight Captured Separately
9040,140,0.03,5.95,833.0,1.63,Pediatric,10mg/ml,Weight Captured Separately
9041,60,1.01,30.22,1813.2,3.55,Adult,300/200mg,Weight Captured Separately
9042,30,0.04,10.78,323.4,0.63,Pediatric,10mg/ml,Weight Captured Separately
9043,1200,0.08,5.01,6012.0,11.78,Adult,150mg,Weight Captured Separately
9053,2160,0.18,10.71,23133.6,45.34,Pediatric,100mg,Weight Captured Separately
9054,3000,0.09,5.36,16080.0,31.52,Adult,150mg,Weight Captured Separately
9055,6000,0.28,16.76,100560.0,197.1,Adult,200mg,Weight Captured Separately
9056,6840,0.18,10.71,73256.4,143.58,Pediatric,100mg,Weight Captured Separately
9078,10,0.1,8.4,84.0,0.16,Adult,100mg,Weight Captured Separately
9080,80,0.63,18.78,1502.4,2.94,Adult,400mg,Weight Captured Separately
9081,200,0.03,6.04,1208.0,2.37,Pediatric,10mg/ml,See ASN-4332 (ID#:1115)
9093,159,0.34,41.1,6534.9,12.81,Adult,200/50mg,See ASN-3984 (ID#:2499)
9151,19392,0.11,6.75,130896.0,256.56,Adult,150/200/30mg,1899
9154,6000,0.04,2.4,14400.0,28.22,Adult,150mg,See ASN-4419 (ID#:3851)
9173,800,0.01,1.34,1072.0,2.1,Pediatric,1mg/ml,98
9187,80,0.12,7.0,560.0,1.1,Pediatric,25mg,Weight Captured Separately
9200,1000,0.57,17.02,17020.0,33.36,Adult,600mg,Weight Captured Separately
9201,260,1.37,41.04,10670.4,20.91,Adult,300/200mg,Weight Captured Separately
9202,1200,0.01,2.33,2796.0,6.03,Pediatric,1mg/ml,Weight Captured Separately
9225,5000,0.34,41.1,205500.0,402.78,Adult,200/50mg,1246
9255,1000,0.74,44.5,44500.0,240.11762578459698,Adult,300mg,91
9279,5080,0.56,16.75,85090.0,240.11762578459698,Adult,600mg,See ASN-127 (ID#:3955)
9280,38534,0.18,11.0,423874.0,240.11762578459698,Adult,150/300mg,See ASN-123 (ID#:2685)
9321,1389,0.09,5.64,7833.96,12.53,Adult,20mg,Weight Captured Separately
9331,7000,0.22,13.5,94500.0,151.2,Adult,150/300/200mg,See ASN-737 (ID#:2765)
9366,1300,0.13,7.75,10075.0,16.12,Pediatric,100mg,270
9489,600,0.14,8.38,5028.0,8.04,Adult,300mg,34
9499,48259,0.39,11.75,567043.25,907.27,Adult,600mg,4143
9550,780,0.0,0.01,7.8,0.01,Adult,300mg,See ASN-1329 (ID#:6896)
9603,600,0.1,5.71,3426.0,5.48,Adult,30mg,Weight Captured Separately
10809,600,0.6,35.8,21480.0,240.11762578459698,Adult,300mg,55
9655,80,0.31,28.15,2252.0,3.6,Pediatric,200mg,Weight Captured Separately
9656,10,0.11,9.19,91.9,0.15,Adult,100mg,Weight Captured Separately
9657,1000,0.08,4.89,4890.0,7.82,Adult,30mg,Weight Captured Separately
9658,200,0.1,2.98,596.0,0.95,Pediatric,50mg,Weight Captured Separately
9669,360,0.13,7.75,2790.0,4.46,Pediatric,100mg,See ASN-2017 (ID#:5701)
9673,1400,0.05,5.49,7686.0,12.3,Pediatric,100mg,106
9675,10080,0.38,11.48,115718.4,185.15,Adult,600mg,772
9676,2016,0.46,13.66,27538.56,44.06,Adult,300mg,122
9749,1480,0.68,82.2,121656.0,194.65,Adult,200/50mg,370
9750,5040,0.34,10.24,51609.6,82.58,Adult,600mg,See ASN-2335 (ID#:5796)
9751,80,0.36,32.15,2572.0,4.12,Pediatric,200mg,Weight Captured Separately
9752,20,1.27,38.25,765.0,1.22,Adult,300/200mg,Weight Captured Separately
9753,4,0.26,71.38,285.52,0.46,Adult,200mg,Weight Captured Separately
9804,32,0.04,44.84,1434.88,2.3,Malaria,15mg,7
9841,34,0.08,45.52,1547.68,2.48,ACT,20/120mg,159
9842,34,0.08,45.52,1547.68,2.48,ACT,20/120mg,See ASN-2106 (ID#:9841)
9860,1000,0.09,5.31,5310.0,8.5,Adult,150mg,Weight Captured Separately
9874,240,0.12,7.0,1680.0,3.29,Pediatric,25mg,52
9916,25,0.06,35.0,875.0,1.4,ACT,20/120mg,86
9918,1800,0.14,8.61,15498.0,24.8,Adult,150/300mg,See ASN-2515 (ID#:4635)
9936,550,0.21,12.4,6820.0,10.91,Adult,300mg,Weight Captured Separately
9937,10,0.06,12.54,125.4,0.2,Pediatric,2g,Weight Captured Separately
9952,20000,0.03,0.7,14000.0,27.44,ACT,50+153mg,See ASN-2921 (ID#:719)
10062,6966,0.04,2.4,16718.4,32.77,Adult,150mg,See ASN-3313 (ID#:3456)
10126,2357,1.68,50.4,118792.8,232.83,Adult,600/200/300mg,See ASN-3853 (ID#:4824)
10228,7800,0.05,2.9,22620.0,44.34,Adult,200mg,See ASN-3561 (ID#:2297)
10229,22428,0.02,1.45,32520.6,63.74,Adult,30mg,See ASN-3562 (ID#:960)
10246,1176,0.14,8.61,10125.36,19.85,Adult,150/300mg,105
10342,180,0.01,1.17,210.6,0.41,Pediatric,1mg/ml,Weight Captured Separately
10343,6000,0.09,5.42,32520.0,63.74,Adult,150mg,Weight Captured Separately
10344,3600,0.06,3.86,13896.0,27.24,Adult,30mg,Weight Captured Separately
10345,5550,0.2,12.27,68098.5,133.47,Adult,300mg,Weight Captured Separately
10347,40,0.01,1.21,48.4,0.09,Pediatric,1mg/ml,Weight Captured Separately
10348,24150,0.04,2.48,59892.0,117.39,Adult,30mg,Weight Captured Separately
10350,100,0.09,5.2,520.0,1.02,Adult,150mg,Weight Captured Separately
10351,1000,0.01,3.55,3550.0,6.96,Pediatric,10mg/ml,Weight Captured Separately
10352,10,0.16,9.49,94.9,0.19,Pediatric,25mg,Weight Captured Separately
10353,2000,0.09,5.23,10460.0,20.5,Adult,150mg,See ASN-3760 (ID#:5049)
10354,150,0.03,6.33,949.5,1.86,Pediatric,10mg/ml,See ASN-3760 (ID#:5049)
10355,80,1.06,31.78,2542.4,4.98,Adult,300/200mg,Weight Captured Separately
10356,300,0.07,4.04,1212.0,2.38,Adult,20mg,Weight Captured Separately
10357,400,0.72,21.73,8692.0,17.04,Adult,300mg,Weight Captured Separately
10364,1000,0.33,19.76,19760.0,38.73,Adult,300mg,Weight Captured Separately
10365,1900,0.3,35.98,68362.0,133.99,Adult,200/50mg,Weight Captured Separately
10366,3344,0.12,7.08,23675.52,46.4,Adult,150mg,Weight Captured Separately
10367,7000,0.09,5.36,37520.0,73.54,Adult,150mg,Weight Captured Separately
10368,1000,0.02,5.65,5650.0,11.07,Pediatric,10mg/ml,Weight Captured Separately
10388,1800,0.05,3.01,5418.0,10.62,Adult,30mg,Weight Captured Separately
10389,650,0.02,5.56,3614.0,7.08,Pediatric,10mg/ml,Weight Captured Separately
10390,30,0.24,65.68,1970.4,3.86,Adult,200mg,Weight Captured Separately
10416,38736,0.15,9.0,348624.0,683.3,Adult,150/300mg,3080
10438,22512,0.22,6.5,146328.0,286.8,Adult,600mg,1775
10476,480,0.12,7.0,3360.0,6.59,Pediatric,25mg,Weight Captured Separately
10498,550,0.26,15.68,8624.0,16.9,Adult,300mg,Weight Captured Separately
10499,700,0.06,3.51,2457.0,4.82,Adult,30mg,Weight Captured Separately
10500,200,0.03,7.05,1410.0,3.04,Pediatric,10mg/ml,Weight Captured Separately
10501,400,0.12,3.67,1468.0,2.88,Pediatric,50mg,Weight Captured Separately
10535,764,0.29,79.6,60814.4,240.11762578459698,Adult,250mg,1669
10536,341,0.11,3.42,1166.22,240.11762578459698,Pediatric,50mg,See DN-13 (ID#:10535)
10537,10403,0.56,16.75,174250.25,240.11762578459698,Adult,600mg,1717
10541,747,0.57,17.0,12699.0,240.11762578459698,Adult,300mg,84
10549,470,0.28,76.29,35856.3,240.11762578459698,Adult,200mg,Weight Captured Separately
10564,564,0.27,49.32,27816.48,240.11762578459698,Adult,400mg,3946
10565,421,0.28,76.29,32118.09,240.11762578459698,Adult,200mg,See DN-148 (ID#:10564)
10645,8000,0.06,3.4,27200.0,43.52,Adult,200mg,1013
10577,564,0.14,8.15,4596.6,7.35,Adult,300mg,34
10578,8694,0.12,7.4,64335.6,102.94,Adult,150/200/30mg,819
10580,3145,0.05,3.04,9560.8,15.3,Adult,150mg,206
10589,338,0.09,21.05,7114.9,11.38,Pediatric,20mg/ml,9006
10590,1200,0.14,8.15,9780.0,15.65,Adult,300mg,70
10596,53546,0.12,7.4,396240.4,633.98,Adult,150/200/30mg,5467
10597,537,0.07,2.0,1074.0,1.72,Adult,150/30mg,143
10600,1953,0.12,7.4,14452.2,23.12,Adult,150/200/30mg,283
10647,1860,0.41,12.42,23101.2,36.96,Adult,600mg,2425
10623,9980,0.17,20.5,204590.0,327.34,Adult,150/300+200mg,2846
10624,222,0.12,7.5,1665.0,2.66,Adult,150/200/30mg,See DN-373 (ID#:10623)
10625,1132,0.13,7.7,8716.4,13.95,Adult,150/200/40mg,See DN-373 (ID#:10623)
10626,1653,0.02,3.95,6529.35,10.45,Pediatric,10mg/ml,See DN-373 (ID#:10623)
10630,3360,0.88,26.25,88200.0,141.12,Adult,300/200mg,281
10631,1500,0.03,1.52,2280.0,3.65,Adult,30mg,178
10632,40245,0.16,9.5,382327.5,611.72,Adult,150/300mg,3254
10633,10044,0.16,9.5,95418.0,152.67,Adult,150/300mg,7341
10634,7436,0.22,13.5,100386.0,160.62,Adult,150/300/200mg,962
10636,72333,0.06,3.4,245932.2,393.49,Adult,200mg,4957
10637,7294,0.01,1.4,10211.6,16.34,Pediatric,1mg/ml,753
10640,2000,0.01,1.97,3940.0,6.3,Pediatric,10mg/ml,4213
10641,5000,0.05,3.04,15200.0,24.32,Adult,150mg,See DN-445 (ID#:10640)
10642,12984,0.34,20.5,266172.0,425.88,Adult,150/300/200mg,3286
10648,1847,1.17,70.0,129290.0,206.86,Adult,300/150/300mg,271
10651,120,0.03,1.52,182.4,0.29,Adult,30mg,5092
10652,1860,0.41,12.42,23101.2,36.96,Adult,600mg,4091
10653,2744,0.01,2.44,6695.36,10.71,Pediatric,10mg/ml,998
10654,52240,0.07,2.0,104480.0,167.17,Adult,150/30mg,4230
10658,367,0.16,9.5,3486.5,5.58,Adult,150/300mg,447
10662,9476,0.16,9.5,90022.0,144.04,Adult,150/300mg,1008
10663,5670,0.41,12.42,70421.4,112.67,Adult,600mg,441
10665,475,0.01,1.92,912.0,1.46,Pediatric,10mg/ml,170
10667,5900,0.01,1.4,8260.0,13.22,Pediatric,1mg/ml,2093
10672,2106,0.05,3.04,6402.24,10.24,Adult,150mg,113
10673,50000,0.12,7.2,360000.0,576.0,Adult,150/200/30mg,3679
10674,1300,0.06,3.4,4420.0,7.07,Adult,200mg,16709
10676,3226,0.22,13.28,42841.28,68.55,Adult,150/300/200mg,359
10677,24320,0.4,12.01,292083.2,467.33,Adult,600mg,2094
10678,14124,0.16,9.45,133471.8,213.55,Adult,150/300mg,2115
10681,1600,0.07,2.0,3200.0,5.12,Adult,150/30mg,96
10682,374,0.46,27.53,10296.22,16.47,Adult,300mg,1118
10683,5056,0.01,1.92,9707.52,15.53,Pediatric,10mg/ml,2166
10684,4725,0.03,1.52,7182.0,11.49,Adult,30mg,1154
10686,11527,0.4,12.01,138439.27,221.5,Adult,600mg,1994
10688,11760,0.06,3.4,39984.0,63.97,Adult,200mg,3820
10689,1664,0.07,16.5,27456.0,43.93,Pediatric,20mg/ml,905
10690,42768,0.07,2.0,85536.0,136.86,Adult,150/30mg,2493
10693,2060,0.41,12.42,25585.2,40.94,Adult,600mg,196
10696,5730,0.46,27.53,157746.9,252.4,Adult,300mg,569
10697,1600,0.07,2.0,3200.0,5.12,Adult,150/30mg,4252
10698,12833,0.12,7.4,94964.2,151.94,Adult,150/200/30mg,1316
10700,20284,0.16,9.5,192698.0,308.32,Adult,150/300mg,1897
10703,2100,0.4,12.01,25221.0,40.35,Adult,600mg,181
10704,3150,0.14,8.15,25672.5,41.08,Adult,300mg,181
10705,10283,0.05,2.91,29923.53,47.88,Adult,150mg,519
10706,389,0.34,41.1,15987.9,25.58,Adult,200/50mg,4639
10708,23230,0.05,2.91,67599.3,108.16,Adult,150mg,1156
10709,1200,0.01,2.1,2520.0,4.94,Pediatric,10mg/ml,448
10710,858,0.03,1.55,1329.9,2.61,Adult,30mg,58
10711,3505,0.16,9.35,32771.75,64.23,Adult,150/300mg,6556
10714,32067,0.12,7.2,230882.4,452.53,Adult,150/200/30mg,2382
10715,29011,0.06,3.4,98637.4,193.33,Adult,200mg,2717
10716,1747,0.37,11.0,19217.0,37.67,Adult,600mg,152
10717,7425,0.05,3.2,23760.0,46.57,Adult,200mg,404
10720,45000,0.16,9.35,420750.0,673.2,Adult,150/300mg,3657
10721,1000,1.68,50.4,50400.0,80.64,Adult,600/200/300mg,108
10722,6000,0.88,26.25,157500.0,252.0,Adult,300/200mg,1566
10723,9187,0.01,2.1,19292.7,30.87,Pediatric,10mg/ml,3435
10724,31000,0.15,8.76,271560.0,532.26,Adult,150/300mg,1787
10726,50000,0.06,3.4,170000.0,333.2,Adult,200mg,2764
10727,2066,0.06,3.4,7024.4,11.24,Adult,200mg,451
10728,1894,0.16,9.35,17708.9,28.33,Adult,150/300mg,See DN-909 (ID#:10727)
10731,2742,0.12,7.4,20290.8,39.77,Adult,150/200/30mg,204
10732,13100,0.2,11.8,154580.0,302.98,Adult,150/300/200mg,6036
10733,528,0.05,2.91,1536.48,2.46,Adult,150mg,4211
10734,5000,0.4,12.01,60050.0,96.08,Adult,600mg,379
10736,1116,0.16,9.35,10434.6,20.45,Adult,150/300mg,102
10737,28926,0.35,10.62,307194.12,602.1,Adult,600mg,4593
10741,46163,0.16,9.45,436240.35,697.98,Adult,150/300mg,4237
10743,12040,0.05,3.2,38528.0,61.64,Adult,200mg,677
